iter	Passed	Remaining
1663	111073	22428
1664	111139	22361
1665	111202	22293
1666	111275	22228
1667	111347	22162
1668	111413	22095
1669	111485	22030
1670	111554	21963
1671	111622	21897
1672	111686	21829
1673	111753	21763
1674	111816	21695
1675	111884	21629
1676	111948	21562
1677	112016	21495
1678	112080	21428
1679	112149	21361
1680	112214	21294
1681	112283	21228
1682	112351	21161
1683	112417	21094
1684	112480	21027
1685	112549	20961
1686	112617	20894
1687	112682	20827
1688	112747	20760
1689	112815	20693
1690	112882	20627
1691	112945	20559
1692	113014	20493
1693	113077	20425
1694	113145	20359
1695	113211	20292
1696	113279	20226
1697	113350	20160
1698	113415	20092
1699	113479	20025
1700	113542	19958
1701	113615	19892
1702	113681	19825
1703	113748	19759
1704	113814	19692
1705	113882	19625
1706	113948	19558
1707	114015	19492
1708	114081	19425
1709	114166	19361
1710	114235	19295
1711	114309	19229
1712	114376	19162
1713	114447	19096
1714	114512	19029
1715	114574	18962
1716	114633	18894
1717	114701	18827
1718	114765	18760
1719	114830	18693
1720	114894	18626
1721	114958	18558
1722	115025	18492
1723	115088	18424
1724	115152	18357
1725	115224	18291
1726	115298	18226
1727	115364	18159
1728	115430	18092
1729	115505	18026
1730	115574	17960
1731	115639	17893
1732	115706	17826
1733	115770	17759
1734	115837	17692
1735	115903	17625
1736	115974	17559
1737	116038	17492
1738	116103	17425
1739	116169	17358
1740	116243	17292
1741	116335	17229
1742	116439	17168
1743	116530	17105
1744	116602	17039
1745	116682	16974
1746	116771	16910
1747	116861	16847
1748	116950	16783
1749	117028	16718
1750	117099	16652
1751	117179	16587
1752	117267	16523
1753	117345	16457
1754	117429	16393
1755	117506	16327
1756	117585	16262
1757	117666	16197
1758	117752	16133
1759	117845	16069
1760	117935	16005
1761	118019	15941
1762	118092	15875
1763	118177	15810
1764	118274	15747
1765	118362	15683
1766	118433	15616
1767	118515	15551
1768	118596	15486
1769	118670	15420
1770	118743	15354
1771	118808	15286
1772	118878	15220
1773	118948	15153
1774	119017	15086
1775	119080	15019
1776	119145	14951
1777	119214	14885
1778	119286	14818
1779	119358	14752
1780	119433	14686
1781	119515	14620
1782	119644	14561
1783	120023	14531
1784	120424	14504
1785	120632	14454
1786	120920	14413
1787	121153	14364
1788	121687	14352
1789	121855	14295
1790	121962	14232
1791	122058	14167
1792	122167	14104
1793	122274	14040
1794	122365	13974
1795	122446	13908
1796	122535	13842
1797	122627	13776
1798	122712	13710
1799	122799	13644
1800	122886	13578
1801	122993	13514
1802	123076	13447
1803	123163	13381
1804	123267	13317
1805	123359	13251
1806	123453	13185
1807	123539	13119
1808	123644	13054
1809	123730	12988
1810	123815	12921
1811	123921	12857
1812	124011	12791
1813	124085	12723
1814	124180	12657
1815	124271	12591
1816	124358	12524
1817	124454	12459
1818	124540	12392
1819	124625	12325
1820	124724	12260
1821	124805	12192
1822	124888	12125
1823	124987	12060
1824	125069	11992
1825	125140	11924
1826	125224	11857
1827	125312	11790
1828	125396	11723
1829	125470	11655
1830	125565	11589
1831	125652	11522
1832	125737	11455
1833	125807	11387
1834	125879	11318
1835	125963	11251
1836	126045	11184
1837	126117	11115
1838	126190	11047
1839	126268	10979
1840	126353	10912
1841	126437	10845
1842	126514	10777
1843	126580	10708
1844	126657	10640
1845	126729	10572
1846	126812	10504
1847	126897	10437
1848	126964	10368
1849	127040	10300
1850	127115	10232
1851	127203	10165
1852	127296	10098
1853	127369	10030
1854	127447	9962
1855	127523	9894
1856	127589	9825
1857	127654	9756
1858	127721	9687
1859	127787	9618
1860	127852	9549
1861	127919	9480
1862	127986	9411
1863	128054	9343
1864	128120	9274
1865	128193	9205
1866	128266	9137
1867	128338	9068
1868	128412	9000
1869	128486	8932
1870	128560	8863
1871	128633	8795
1872	128707	8727
1873	128775	8658
1874	128845	8589
1875	128917	8521
1876	128983	8452
1877	129049	8383
1878	129126	8315
1879	129206	8247
1880	129280	8178
1881	129346	8109
1882	129413	8041
1883	129480	7972
1884	129546	7903
1885	129612	7834
1886	129682	7765
1887	129748	7696
1888	129814	7628
1889	129879	7559
1890	129948	7490
1891	130015	7421
1892	130081	7352
1893	130150	7284
1894	130215	7215
1895	130283	7146
1896	130386	7079
1897	130453	7010
1898	130517	6941
1899	130582	6872
1900	130648	6803
1901	130715	6735
1902	130783	6666
1903	130850	6597
1904	130876	6526
1905	130938	6457
1906	131005	6388
1907	131075	6320
1908	131144	6251
1909	131209	6182
1910	131281	6114
1911	131374	6046
1912	131456	5978
1913	131522	5909
1914	131595	5841
1915	131663	5772
1916	131731	5703
1917	131801	5634
1918	132060	5574
1919	132246	5510
1920	132369	5443
1921	132482	5376
1922	132558	5307
1923	132631	5239
1924	132704	5170
1925	132783	5101
1926	132858	5033
1927	132933	4964
1928	133009	4895
1929	133083	4826
1930	133154	4757
1931	133218	4688
1932	133282	4619
1933	133347	4550
1934	133414	4481
1935	133482	4412
1936	133550	4343
1937	133622	4274
1938	133687	4205
1939	133775	4137
1940	133854	4068
1941	133939	4000
1942	134019	3931
1943	134101	3863
1944	134179	3794
1945	134259	3725
1946	134342	3656
1947	134425	3588
1948	134509	3519
1949	134585	3450
1950	134661	3382
1951	134740	3313
1952	134819	3244
1953	134894	3175
1954	134962	3106
1955	135035	3037
1956	135103	2968
1957	135172	2899
1958	135240	2830
1959	135311	2761
1960	135396	2692
1961	135469	2623
1962	135544	2554
1963	135616	2485
1964	135690	2416
1965	135758	2347
1966	135830	2278
1967	135900	2209
1968	135968	2140
1969	136040	2071
1970	136117	2002
1971	136192	1933
1972	136270	1864
1973	136341	1795
1974	136413	1726
1975	136489	1657
1976	136566	1588
1977	136637	1519
1978	136703	1450
1979	136771	1381
1980	136797	1312
1981	136860	1242
1982	136928	1173
1983	136993	1104
1984	137060	1035
1985	137128	966
1986	137198	897
1987	137267	828
1988	137338	759
1989	137413	690
1990	137483	621
1991	137554	552
1992	137629	483
1993	137701	414
1994	137779	345
1995	137852	276
1996	137927	207
1997	138023	138
1998	138096	69
1999	138164	0
