iter	R2	RMSE
1725	0.7342224844	0.5270064948
1726	0.7342789349	0.5269505245
1727	0.7343258257	0.5269040279
1728	0.7343887356	0.5268416405
1729	0.7343941692	0.5268362517
1730	0.7344445701	0.5267862635
1731	0.7344855802	0.5267455858
1732	0.7345126885	0.5267186955
1733	0.7345564044	0.5266753281
1734	0.7345867012	0.5266452708
1735	0.7346304465	0.5266018684
1736	0.7346527979	0.5265796907
1737	0.7347217839	0.5265112351
1738	0.7347661618	0.5264671938
1739	0.7348096145	0.526424067
1740	0.7348614648	0.5263726009
1741	0.7348953364	0.5263389777
1742	0.7349538451	0.5262808929
1743	0.7350110742	0.5262240722
1744	0.7350135402	0.5262216237
1745	0.7350376884	0.5261976459
1746	0.7350806988	0.5261549362
1747	0.7350883011	0.5261473867
1748	0.7351601147	0.5260760665
1749	0.7351883287	0.5260480437
1750	0.7352422386	0.5259944951
1751	0.7353007667	0.5259363529
1752	0.7353321761	0.525905148
1753	0.735401007	0.5258367587
1754	0.7354415785	0.5257964434
1755	0.7354464026	0.5257916495
1756	0.7354923759	0.5257459623
1757	0.7355234348	0.5257150944
1758	0.735531649	0.5257069305
1759	0.7355494399	0.5256892479
1760	0.7355994336	0.5256395555
1761	0.7356288916	0.5256102728
1762	0.7356353987	0.5256038041
1763	0.7356849668	0.5255545268
1764	0.7357230724	0.5255166416
1765	0.7357875658	0.5254525148
1766	0.7357920716	0.5254480343
1767	0.7357980366	0.5254421028
1768	0.7358218817	0.5254183908
1769	0.7358284089	0.5254118999
1770	0.7358580869	0.5253823857
1771	0.7358609701	0.5253795184
1772	0.7359080108	0.5253327336
1773	0.7359544342	0.5252865588
1774	0.7359868145	0.5252543495
1775	0.7360376092	0.525203819
1776	0.7360426871	0.5251987673
1777	0.7360569988	0.525184529
1778	0.7361003706	0.5251413773
1779	0.736138275	0.5251036626
1780	0.7361930118	0.5250491946
1781	0.7362006713	0.5250415723
1782	0.7362038749	0.5250383843
1783	0.7362386474	0.5250037788
1784	0.7362422324	0.525000211
1785	0.7363109195	0.5249318469
1786	0.7363214858	0.5249213295
1787	0.7363236895	0.5249191361
1788	0.7363407508	0.5249021532
1789	0.7363955666	0.5248475857
1790	0.736431745	0.5248115681
1791	0.7364354509	0.5248078785
1792	0.7364429844	0.5248003782
1793	0.736464476	0.5247789805
1794	0.7364975048	0.5247460943
1795	0.7365291917	0.5247145422
1796	0.7365390712	0.5247047045
1797	0.7365855796	0.5246583896
1798	0.7366285229	0.5246156216
1799	0.7366544071	0.5245898412
1800	0.7366649714	0.524579319
1801	0.7366945573	0.5245498497
1802	0.7367305489	0.5245139978
1803	0.7367782528	0.5244664752
1804	0.7368088266	0.5244360153
1805	0.7368749673	0.524370115
1806	0.7369075643	0.5243376334
1807	0.7369605553	0.5242848258
1808	0.7370074704	0.5242380686
1809	0.7370386837	0.5242069581
1810	0.7370800609	0.5241657143
1811	0.7371096716	0.5241361969
1812	0.7371497905	0.524096202
1813	0.7371508921	0.5240951038
1814	0.7371620544	0.5240839754
1815	0.7371853136	0.5240607862
1816	0.7372126901	0.5240334906
1817	0.7372493042	0.5239969826
1818	0.7372896122	0.5239567884
1819	0.7373250407	0.5239214575
1820	0.7373313258	0.5239151894
1821	0.7373579846	0.5238886021
1822	0.7373617669	0.5238848299
1823	0.7374103023	0.5238364208
1824	0.737482816	0.5237640876
1825	0.7375257759	0.5237212299
1826	0.7375581567	0.5236889237
1827	0.7375592795	0.5236878035
1828	0.7375788555	0.5236682717
1829	0.7376166792	0.5236305312
1830	0.7376226613	0.523624562
1831	0.7376674786	0.5235798393
1832	0.7377289877	0.5235184538
1833	0.7377751103	0.5234724193
1834	0.7377850159	0.523462532
1835	0.7378494831	0.5233981798
1836	0.7378686784	0.5233790172
1837	0.7378768318	0.5233708775
1838	0.7379289876	0.5233188061
1839	0.7379536388	0.5232941931
1840	0.7379855629	0.5232623167
1841	0.7380414419	0.5232065164
1842	0.7380431293	0.5232048313
1843	0.7380521495	0.5231958233
1844	0.7381015046	0.5231465317
1845	0.7381441085	0.523103979
1846	0.7382067374	0.5230414191
1847	0.7382519357	0.5229962659
1848	0.7382540538	0.5229941498
1849	0.7383041541	0.5229440948
1850	0.7383368204	0.5229114553
1851	0.7383695851	0.5228787156
1852	0.7384164736	0.5228318592
1853	0.738459664	0.5227886948
1854	0.7385254686	0.5227229227
1855	0.7385440731	0.5227043259
1856	0.7385743703	0.5226740399
1857	0.7386264847	0.5226219406
1858	0.7386324073	0.5226160193
1859	0.7386427382	0.5226056907
1860	0.7386655163	0.5225829169
1861	0.7387406433	0.5225077968
1862	0.7387444898	0.5225039504
1863	0.7387748564	0.5224735833
1864	0.7387811586	0.5224672808
1865	0.7388277279	0.5224207068
1866	0.7388741224	0.5223743035
1867	0.7388879435	0.5223604789
1868	0.7389370422	0.5223113651
1869	0.7390206021	0.5222277688
1870	0.7390279012	0.5222204659
1871	0.7390323375	0.5222160272
1872	0.7390466756	0.5222016813
1873	0.7391040982	0.522144223
1874	0.7391295325	0.5221187709
1875	0.7391306821	0.5221176205
1876	0.7391688899	0.5220793836
1877	0.7392140086	0.5220342268
1878	0.739221285	0.5220269439
1879	0.7392459205	0.5220022857
1880	0.7392634829	0.5219847063
1881	0.7392904661	0.5219576959
1882	0.7393438703	0.5219042338
1883	0.7393722356	0.5218758356
1884	0.739397139	0.521850902
1885	0.7394079765	0.5218400509
1886	0.7394324085	0.5218155875
1887	0.7394753379	0.5217726004
1888	0.7394941945	0.5217537172
1889	0.7395924298	0.5216553327
1890	0.7396460443	0.521601629
1891	0.7396640509	0.5215835911
1892	0.7396773209	0.5215702978
1893	0.7396950794	0.5215525074
1894	0.7397394715	0.521508033
1895	0.7397606064	0.5214868576
1896	0.7397782351	0.5214691944
1897	0.7398400758	0.5214072282
1898	0.7398502267	0.521397056
1899	0.7398573065	0.5213899612
1900	0.7398758454	0.5213713827
1901	0.7398832534	0.5213639586
1902	0.7399307567	0.5213163499
1903	0.7399856277	0.5212613517
1904	0.7399888434	0.5212581284
1905	0.7399993968	0.5212475498
1906	0.7400336167	0.5212132468
1907	0.7400760178	0.5211707395
1908	0.7401421857	0.521104399
1909	0.7401548216	0.5210917292
1910	0.7402083831	0.5210380205
1911	0.7402349405	0.5210113881
1912	0.740263167	0.5209830803
1913	0.7402770998	0.5209691068
1914	0.7403195601	0.5209265203
1915	0.7403295075	0.5209165428
1916	0.7403554852	0.5208904857
1917	0.7404100672	0.5208357325
1918	0.7404260587	0.5208196897
1919	0.740437972	0.5208077379
1920	0.7404437826	0.5208019084
1921	0.7404727675	0.5207728284
1922	0.7404854879	0.5207600657
1923	0.7404950573	0.5207504643
1924	0.740536892	0.5207084876
1925	0.7405535077	0.5206918145
1926	0.7406183655	0.5206267279
1927	0.7406698937	0.520575012
1928	0.7406902314	0.5205545988
1929	0.740744046	0.5205005806
1930	0.7407944634	0.5204499673
1931	0.7408149662	0.5204293836
1932	0.7408748071	0.5203693014
1933	0.7408796089	0.5203644799
1934	0.74089227	0.5203517668
1935	0.7408986667	0.5203453437
1936	0.7409040121	0.5203399762
1937	0.7409409394	0.5203028945
1938	0.7409430359	0.5203007892
1939	0.740987277	0.5202563595
1940	0.7410317	0.5202117432
1941	0.741048644	0.5201947245
1942	0.7411028192	0.5201403067
1943	0.7411303257	0.5201126748
1944	0.7411485848	0.5200943317
1945	0.7411951767	0.5200475225
1946	0.7412319962	0.5200105283
1947	0.7412515736	0.5199908569
1948	0.7412847341	0.5199575355
1949	0.7413613769	0.5198805127
1950	0.7413729927	0.5198688383
1951	0.7413771172	0.5198646929
1952	0.7414417058	0.5197997732
1953	0.7414977739	0.5197434112
1954	0.7415402085	0.51970075
1955	0.7415719814	0.5196688052
1956	0.7415745538	0.5196662188
1957	0.741592915	0.5196477572
1958	0.7416418873	0.5195985141
1959	0.7417084893	0.5195315363
1960	0.7417893457	0.519450212
1961	0.7418522638	0.519386921
1962	0.7418740569	0.5193649969
1963	0.7418777222	0.5193613096
1964	0.7419131489	0.5193256678
1965	0.7419168457	0.5193219484
1966	0.7419690955	0.5192693765
1967	0.7419903487	0.5192479907
1968	0.7420403966	0.5191976272
1969	0.7420963521	0.5191413131
1970	0.7421374848	0.5190999129
1971	0.7421775442	0.5190595898
1972	0.7422153735	0.5190215085
1973	0.7422667288	0.5189698068
1974	0.7422680242	0.5189685026
1975	0.7422976841	0.5189386402
1976	0.7423295453	0.5189065596
1977	0.7423794823	0.5188562746
1978	0.7424092414	0.5188263058
1979	0.7424925621	0.5187423889
1980	0.7424955719	0.5187393573
1981	0.7425216654	0.5187130741
1982	0.7425929063	0.5186413085
1983	0.7426150639	0.5186189857
1984	0.742660758	0.518572948
1985	0.7426651126	0.5185685604
1986	0.7427216559	0.5185115856
1987	0.7427764506	0.5184563668
1988	0.7428324611	0.5183999167
1989	0.7428724502	0.51835961
1990	0.7428757407	0.5183562932
1991	0.7428978078	0.5183340494
1992	0.7429664234	0.5182648782
1993	0.7430367839	0.5181939382
1994	0.7431105503	0.518119554
1995	0.7431563473	0.518073368
1996	0.7432150016	0.5180142095
1997	0.7432262774	0.518002836
1998	0.7432326486	0.5179964095
1999	0.7432363149	0.5179927113
